CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13495,8,5,2044.8700000000001,3,Champions
13497,283,2,348.05,1,Hibernating
13499,18,5,1159.11,2,Loyal Customers
13500,23,3,1166.77,2,Loyal Customers
13501,288,1,1340.32,1,Hibernating
13502,17,3,292.0,0,New / Occasional
13505,73,4,4393.63,2,Loyal Customers
13506,316,2,458.52,1,Hibernating
13507,3,4,2479.16,3,Champions
13508,244,1,110.97,1,Hibernating
13509,9,7,979.72,3,Champions
13510,1,4,1791.56,3,Champions
13512,261,1,251.21,1,Hibernating
13516,21,3,1389.41,2,Loyal Customers
13517,60,3,2128.42,2,Loyal Customers
13518,86,1,627.16,1,Hibernating
13519,78,1,122.75,1,Hibernating
13520,59,6,3624.35,2,Loyal Customers
13521,1,3,1071.73,0,New / Occasional
13522,30,1,125.80000000000001,1,Hibernating
13523,33,5,3964.88,2,Loyal Customers
13524,41,5,680.1800000000001,2,Loyal Customers
13525,15,2,628.78,0,New / Occasional
13527,34,7,2242.36,2,Loyal Customers
13532,34,1,210.31,0,New / Occasional
13533,183,3,269.09,1,Hibernating
13539,86,3,631.34,2,Loyal Customers
13546,12,3,621.09,0,New / Occasional
13548,96,2,678.16,1,Hibernating
13549,26,7,918.2,2,Loyal Customers
13551,319,1,91.80000000000001,1,Hibernating
13552,66,12,3740.07,3,Champions
13555,74,4,4098.88,2,Loyal Customers
13558,6,4,594.52,0,New / Occasional
13560,7,1,171.42000000000002,0,New / Occasional
13561,216,1,141.85999999999999,1,Hibernating
13563,84,2,777.53,2,Loyal Customers
13564,144,3,1724.67,2,Loyal Customers
13565,19,2,240.22,0,New / Occasional
13566,41,2,856.84,2,Loyal Customers
13568,173,1,187.05,1,Hibernating
13570,243,1,239.49,1,Hibernating
13571,13,12,2088.94,3,Champions
13572,206,1,1384.25,1,Hibernating
13573,50,2,290.25,1,Hibernating
13575,23,5,732.0699999999999,2,Loyal Customers
13577,25,4,1687.6000000000001,2,Loyal Customers
13579,15,2,467.04,0,New / Occasional
13581,309,1,118.0,1,Hibernating
13583,156,1,781.03,1,Hibernating
13584,307,1,142.4,1,Hibernating
13587,64,1,712.4,1,Hibernating
13589,15,2,379.65,0,New / Occasional
13591,65,3,1117.13,2,Loyal Customers
13593,108,5,2011.88,2,Loyal Customers
13594,53,1,396.97,1,Hibernating
13596,6,2,664.11,0,New / Occasional
13598,47,1,160.04,1,Hibernating
13599,1,21,5149.92,3,Champions
13600,312,1,219.52,1,Hibernating
13601,45,2,693.32,2,Loyal Customers
13602,65,1,428.89,1,Hibernating
13603,26,1,164.34,0,New / Occasional
13606,29,3,276.75,0,New / Occasional
13610,12,7,1082.33,3,Champions
13611,89,3,1154.4,2,Loyal Customers
13615,319,1,417.69,1,Hibernating
13617,40,3,544.18,2,Loyal Customers
13618,174,1,177.34,1,Hibernating
13621,117,1,213.85,1,Hibernating
13627,59,5,1638.47,2,Loyal Customers
13629,23,11,7792.36,3,Champions
13631,100,11,3070.42,2,Loyal Customers
13632,25,5,2118.93,2,Loyal Customers
13634,33,5,1547.3600000000001,2,Loyal Customers
13635,68,1,1071.03,1,Hibernating
13636,37,5,949.12,2,Loyal Customers
13637,52,3,804.3,2,Loyal Customers
13638,16,1,122.64,0,New / Occasional
13639,74,1,1033.34,1,Hibernating
13642,216,1,312.28,1,Hibernating
13643,31,3,519.44,0,New / Occasional
13647,10,4,1648.1200000000001,2,Loyal Customers
13649,257,2,346.6,1,Hibernating
13650,17,6,1836.34,2,Loyal Customers
13651,35,2,94.2,1,Hibernating
13654,43,6,2707.33,2,Loyal Customers
13655,114,2,932.97,2,Loyal Customers
13656,165,2,379.65,1,Hibernating
13657,11,2,382.14,0,New / Occasional
13658,10,5,2639.17,3,Champions
13659,206,2,1563.0,2,Loyal Customers
13662,86,3,881.26,2,Loyal Customers
13663,179,1,189.47,1,Hibernating
13666,60,3,84.65,1,Hibernating
13667,149,1,299.05,1,Hibernating
13668,3,21,6309.83,3,Champions
13670,75,1,349.7,1,Hibernating
13672,301,2,186.39000000000001,1,Hibernating
13673,19,2,387.44,0,New / Occasional
13675,151,2,486.82000000000005,1,Hibernating
13678,152,1,232.6,1,Hibernating
13680,1,4,3719.12,3,Champions
13681,18,4,827.83,0,New / Occasional
13682,187,1,59.5,1,Hibernating
13684,286,1,65.13,1,Hibernating
13685,3,7,3119.44,3,Champions
13686,183,1,72.0,1,Hibernating
13689,63,1,910.0,1,Hibernating
13692,25,3,1488.32,2,Loyal Customers
13694,4,50,65039.62,3,Champions
13695,31,15,2504.13,3,Champions
13699,155,1,308.58000000000004,1,Hibernating
13703,318,1,99.5,1,Hibernating
13704,5,9,2308.06,3,Champions
13705,8,3,711.86,0,New / Occasional
13706,303,1,330.79,1,Hibernating
13707,267,2,806.41,1,Hibernating
13708,271,1,285.33,1,Hibernating
13709,4,13,6307.650000000001,3,Champions
13710,32,1,180.48,0,New / Occasional
13711,219,2,252.06,1,Hibernating
13712,247,1,228.84,1,Hibernating
13715,281,5,1077.39,2,Loyal Customers
13716,269,1,138.28,1,Hibernating
13717,32,6,1445.01,2,Loyal Customers
13718,246,2,306.55,1,Hibernating
13719,15,5,1041.68,2,Loyal Customers
13720,117,4,799.9,2,Loyal Customers
13721,36,1,524.14,0,New / Occasional
13722,132,3,2375.41,2,Loyal Customers
13723,217,1,199.85000000000002,1,Hibernating
13725,50,8,1980.56,2,Loyal Customers
13726,39,2,1079.6599999999999,2,Loyal Customers
13730,136,2,752.6,1,Hibernating
13731,219,2,610.59,1,Hibernating
13732,28,1,491.86,0,New / Occasional
13735,25,4,2883.54,2,Loyal Customers
13736,5,2,729.8,0,New / Occasional
13739,18,1,216.9,0,New / Occasional
13740,241,1,350.75,1,Hibernating
13741,72,3,668.4300000000001,2,Loyal Customers
13742,17,12,3107.87,3,Champions
13744,95,2,1080.52,2,Loyal Customers
13748,96,5,948.25,2,Loyal Customers
13750,54,5,1647.26,2,Loyal Customers
13751,288,1,296.25,1,Hibernating
13752,124,6,1175.38,2,Loyal Customers
13753,288,1,741.26,1,Hibernating
13754,152,2,282.59999999999997,1,Hibernating
13755,4,9,2108.06,3,Champions
13756,2,14,5189.52,3,Champions
13758,12,7,3190.55,3,Champions
13759,33,2,659.4100000000001,0,New / Occasional
13760,54,2,286.79,1,Hibernating
13761,50,2,1070.65,2,Loyal Customers
13762,219,1,306.72,1,Hibernating
13763,63,1,1714.96,2,Loyal Customers
13764,71,3,1519.42,2,Loyal Customers
13767,2,37,17220.36,3,Champions
13769,2,10,2796.51,3,Champions
13771,64,4,2634.45,2,Loyal Customers
13774,82,1,345.0,1,Hibernating
13777,1,33,25977.16,3,Champions
13780,7,2,360.01,0,New / Occasional
13781,251,1,127.84,1,Hibernating
13782,13,6,908.86,2,Loyal Customers
13784,10,11,2462.79,3,Champions
13786,367,1,230.39999999999998,1,Hibernating
13790,4,1,348.8,0,New / Occasional
13791,128,2,1516.0,2,Loyal Customers
13792,66,2,195.55,1,Hibernating
13798,1,57,37153.85,3,Champions
13799,117,2,688.86,1,Hibernating
13800,310,1,558.32,1,Hibernating
13802,139,3,4599.42,2,Loyal Customers
13803,255,1,277.07,1,Hibernating
13804,31,7,2588.39,2,Loyal Customers
13805,52,2,924.6,2,Loyal Customers
13806,64,1,256.38,1,Hibernating
13807,367,1,112.6,1,Hibernating
13808,6,5,1747.66,3,Champions
13809,305,1,155.05,1,Hibernating
13810,29,3,1499.01,2,Loyal Customers
13813,40,4,1366.8600000000001,2,Loyal Customers
13814,92,2,1579.12,2,Loyal Customers
13815,22,4,4027.36,2,Loyal Customers
13816,24,2,571.6700000000001,0,New / Occasional
13819,302,3,1140.35,2,Loyal Customers
13821,145,2,385.64,1,Hibernating
13822,6,2,632.0,0,New / Occasional
13823,19,2,957.66,0,New / Occasional
13826,176,1,189.5,1,Hibernating
13828,22,1,209.49,0,New / Occasional
13831,16,6,2198.45,2,Loyal Customers
13832,19,1,52.199999999999996,0,New / Occasional
13833,159,1,383.85,1,Hibernating
13835,25,4,834.57,2,Loyal Customers
13841,253,1,85.0,1,Hibernating
13842,59,9,3385.62,2,Loyal Customers
13844,11,1,361.62,0,New / Occasional
13846,25,3,865.0600000000001,2,Loyal Customers
13848,92,3,1255.0,2,Loyal Customers
13849,52,2,1537.95,2,Loyal Customers
13850,129,1,1595.48,1,Hibernating
13851,96,3,2651.46,2,Loyal Customers
13853,57,1,1090.14,2,Loyal Customers
13854,9,25,8109.5199999999995,3,Champions
13858,57,1,216.17,1,Hibernating
13859,326,1,201.16,1,Hibernating
13863,248,1,305.78,1,Hibernating
13866,74,1,145.67000000000002,1,Hibernating
13868,7,2,3192.54,0,New / Occasional
13869,123,4,3083.65,2,Loyal Customers
13870,2,8,2770.94,3,Champions
13871,23,13,6403.25,3,Champions
13873,120,3,389.6,1,Hibernating
13874,358,1,540.45,1,Hibernating
13875,54,5,1786.79,2,Loyal Customers
13876,64,1,122.7,1,Hibernating
13878,55,1,1271.57,2,Loyal Customers
13880,21,13,3219.77,3,Champions
13881,4,20,17159.52,3,Champions
13882,3,5,1191.13,0,New / Occasional
13883,11,5,2674.48,3,Champions
13884,7,5,787.6,0,New / Occasional
13886,71,1,243.56,1,Hibernating
13889,93,1,416.90000000000003,1,Hibernating
13892,27,4,632.97,2,Loyal Customers
13894,24,3,564.62,0,New / Occasional
13895,28,4,2593.07,2,Loyal Customers
13897,50,1,311.16,1,Hibernating
13898,326,1,155.93,1,Hibernating
13900,183,3,740.95,2,Loyal Customers
13901,72,5,2867.2,2,Loyal Customers
13904,37,2,332.64,0,New / Occasional
13908,80,4,2369.55,2,Loyal Customers
13911,57,9,2580.91,2,Loyal Customers
13914,12,2,626.45,0,New / Occasional
13917,50,2,272.04,1,Hibernating
13918,50,2,1212.8400000000001,2,Loyal Customers
13919,59,2,384.81,1,Hibernating
13922,352,1,172.25,1,Hibernating
13923,54,1,351.13,1,Hibernating
13924,2,6,1838.8500000000001,3,Champions
13925,93,4,678.25,2,Loyal Customers
13926,23,1,223.85000000000002,0,New / Occasional
13928,11,4,464.57,0,New / Occasional
13929,169,2,842.65,1,Hibernating
13930,58,2,337.34,1,Hibernating
13931,96,2,1237.53,2,Loyal Customers
13932,295,1,307.4,1,Hibernating
13933,109,2,608.7900000000001,1,Hibernating
13934,264,1,922.1,1,Hibernating
13937,169,1,158.85,1,Hibernating
13938,35,1,71.66,1,Hibernating
13939,23,3,568.55,0,New / Occasional
13940,17,4,839.14,0,New / Occasional
13941,22,5,5112.96,2,Loyal Customers
13946,79,3,561.5699999999999,2,Loyal Customers
13947,65,1,90.6,1,Hibernating
13950,11,4,745.06,0,New / Occasional
13952,218,2,3251.071,2,Loyal Customers
13953,7,7,3515.68,3,Champions
13955,154,2,322.96,1,Hibernating
13956,5,5,1019.27,0,New / Occasional
13959,79,3,594.04,2,Loyal Customers
13962,22,2,169.55,0,New / Occasional
13963,308,4,664.54,2,Loyal Customers
13967,146,1,80.7,1,Hibernating
13969,7,18,9024.17,3,Champions
13973,287,1,264.7,1,Hibernating
13974,49,1,413.59000000000003,1,Hibernating
13975,31,6,2461.2400000000002,2,Loyal Customers
13976,207,1,357.98,1,Hibernating
13980,60,1,200.14,1,Hibernating
13982,39,4,1871.81,2,Loyal Customers
13983,30,12,2603.43,3,Champions
13984,27,5,920.51,2,Loyal Customers
13985,4,15,7060.13,3,Champions
13986,17,1,320.46,0,New / Occasional
13988,20,6,4147.96,3,Champions
13990,213,1,311.3,1,Hibernating
13991,12,6,852.88,2,Loyal Customers
13992,30,1,76.8,1,Hibernating
13994,4,6,2274.14,3,Champions
13995,15,5,1393.69,2,Loyal Customers
13999,10,12,3901.81,3,Champions
14002,134,2,529.73,1,Hibernating
14004,43,7,4582.64,2,Loyal Customers
14006,116,3,962.19,2,Loyal Customers
14009,198,2,695.61,1,Hibernating
14012,278,1,328.8,1,Hibernating
14013,110,3,473.02,1,Hibernating
14014,77,1,505.18,1,Hibernating
14016,162,4,4341.21,2,Loyal Customers
14019,47,3,1421.61,2,Loyal Customers
14020,17,2,642.8,0,New / Occasional
14021,155,3,631.9,2,Loyal Customers
14023,7,2,584.07,0,New / Occasional
14027,61,1,104.82,1,Hibernating
14029,63,2,467.66,1,Hibernating
14030,18,8,2358.84,3,Champions
14031,7,19,17286.86,3,Champions
14032,2,11,2975.59,3,Champions
14034,22,3,648.89,0,New / Occasional
14035,29,5,1428.02,2,Loyal Customers
14036,285,1,626.65,1,Hibernating
14038,78,3,1560.38,2,Loyal Customers
14039,33,1,152.2,1,Hibernating
14040,41,12,3560.32,3,Champions
14041,266,1,141.41,1,Hibernating
14044,27,4,646.42,2,Loyal Customers
14046,284,1,154.99,1,Hibernating
14047,9,5,1308.6100000000001,0,New / Occasional
14048,305,1,409.93,1,Hibernating
14049,17,4,5578.72,2,Loyal Customers
14050,32,2,746.36,0,New / Occasional
14051,1,23,15610.390000000001,3,Champions
14052,20,1,225.36,0,New / Occasional
14053,124,2,260.25,1,Hibernating
14054,65,1,92.46,1,Hibernating
14055,106,1,725.6400000000001,1,Hibernating
14056,1,23,8152.71,3,Champions
14059,267,1,183.6,1,Hibernating
14060,5,19,6140.42,3,Champions
14062,10,12,10464.85,3,Champions
14066,267,1,152.55,1,Hibernating
14068,320,1,265.85,1,Hibernating
14071,4,8,1437.57,3,Champions
14073,32,1,151.04,1,Hibernating
14075,5,3,942.26,0,New / Occasional
14076,129,1,118.67,1,Hibernating
14077,41,5,499.41999999999996,2,Loyal Customers
14078,102,6,1049.37,2,Loyal Customers
14079,125,1,375.1,1,Hibernating
14080,33,1,45.599999999999994,1,Hibernating
14082,365,1,182.25,1,Hibernating
14085,2,18,4421.29,3,Champions
14087,3,1,191.47,0,New / Occasional
14089,57,1,158.75,1,Hibernating
14092,8,14,4076.91,3,Champions
14093,12,1,433.86,0,New / Occasional
14096,4,17,65164.79,3,Champions
14098,37,1,147.35,1,Hibernating
14099,16,11,3104.17,3,Champions
14100,138,1,191.95000000000002,1,Hibernating
14101,74,6,5976.79,2,Loyal Customers
14102,5,5,1105.8799999999999,0,New / Occasional
14104,155,2,216.20999999999998,1,Hibernating
14105,239,1,1266.23,1,Hibernating
14107,52,7,2703.23,2,Loyal Customers
14108,31,2,597.91,0,New / Occasional
14109,73,1,144.2,1,Hibernating
14110,4,12,5683.15,3,Champions
14112,23,7,2915.15,3,Champions
14113,4,4,1840.42,0,New / Occasional
14114,274,2,386.53,1,Hibernating
14116,20,5,1382.74,2,Loyal Customers
14117,144,1,90.0,1,Hibernating
14121,4,4,2780.15,3,Champions
14124,84,1,419.58000000000004,1,Hibernating
14125,11,3,2720.63,2,Loyal Customers
14126,8,3,706.1300000000001,0,New / Occasional
14127,123,3,709.71,2,Loyal Customers
14128,61,2,637.5,2,Loyal Customers
14129,2,5,1123.8600000000001,0,New / Occasional
14132,2,11,3586.0299999999997,3,Champions
14133,130,3,605.64,2,Loyal Customers
14135,2,15,4690.31,3,Champions
14138,2,2,965.8800000000001,0,New / Occasional
14139,46,1,415.82,1,Hibernating
14140,4,2,935.05,0,New / Occasional
14141,3,4,915.13,0,New / Occasional
14142,373,1,311.81,1,Hibernating
14145,47,4,3742.2,2,Loyal Customers
14146,9,5,4191.0,3,Champions
14147,78,2,483.4,1,Hibernating
14149,221,1,446.62,1,Hibernating
14150,36,2,658.64,0,New / Occasional
14154,239,2,1345.62,2,Loyal Customers
14155,266,1,118.75,1,Hibernating
14156,10,55,117210.08,3,Champions
14157,20,2,424.89000000000004,0,New / Occasional
14158,40,1,507.66,0,New / Occasional
14159,20,11,4630.35,3,Champions
14161,216,3,1097.6200000000001,2,Loyal Customers
14163,87,4,2445.91,2,Loyal Customers
14164,71,2,1631.77,2,Loyal Customers
14165,276,1,120.44,1,Hibernating
14167,39,4,562.59,2,Loyal Customers
14171,98,1,363.79,1,Hibernating
14174,33,1,134.46,1,Hibernating
14175,60,3,3222.3,2,Loyal Customers
14176,297,4,576.9000000000001,1,Hibernating
14177,86,4,549.46,2,Loyal Customers
14178,9,7,1600.26,3,Champions
14184,67,1,452.89,1,Hibernating
14188,31,6,2054.36,2,Loyal Customers
14189,2,15,4654.08,3,Champions
14191,2,13,4684.76,3,Champions
14193,68,2,853.39,2,Loyal Customers
14194,5,21,11349.52,3,Champions
14195,202,2,1012.0,1,Hibernating
14196,107,1,335.52,1,Hibernating
14198,18,4,701.4,0,New / Occasional
14199,218,1,185.39999999999998,1,Hibernating
14204,2,1,150.61,0,New / Occasional
14205,17,2,466.7,0,New / Occasional
14206,239,1,328.15999999999997,1,Hibernating
14208,95,1,151.74,1,Hibernating
14209,11,6,2073.43,3,Champions
14210,106,6,1905.8400000000001,2,Loyal Customers
14211,53,9,2241.1,2,Loyal Customers
14212,90,1,1070.48,1,Hibernating
14215,12,6,1789.72,3,Champions
14216,3,4,1839.3,3,Champions
14217,2,17,2004.98,3,Champions
14218,43,1,169.48000000000002,1,Hibernating
14221,42,9,3432.8,3,Champions
14222,177,1,683.17,1,Hibernating
14223,92,3,991.13,2,Loyal Customers
14224,110,4,1009.73,2,Loyal Customers
14226,29,5,2214.79,2,Loyal Customers
14227,26,10,3350.96,3,Champions
14229,52,3,1547.2,2,Loyal Customers
14231,184,3,925.71,2,Loyal Customers
14232,43,5,2048.07,2,Loyal Customers
14233,49,4,1462.72,2,Loyal Customers
14234,22,4,754.12,2,Loyal Customers
14235,75,5,3144.86,2,Loyal Customers
14236,81,2,490.86,1,Hibernating
14237,373,1,161.0,1,Hibernating
14239,43,11,2380.85,3,Champions
14240,30,2,890.34,0,New / Occasional
14241,184,1,213.70000000000002,1,Hibernating
14242,235,2,280.55,1,Hibernating
14245,220,2,1693.45,2,Loyal Customers
14246,111,3,1474.06,2,Loyal Customers
14247,278,1,136.76999999999998,1,Hibernating
14248,318,1,302.58,1,Hibernating
14250,7,3,1904.05,0,New / Occasional
14251,2,5,2879.7000000000003,3,Champions
14256,260,2,969.0600000000001,1,Hibernating
14257,64,5,3099.7200000000003,2,Loyal Customers
14258,9,9,12669.98,3,Champions
14259,142,1,120.0,1,Hibernating
14261,51,2,1163.45,2,Loyal Customers
14262,8,8,2618.23,3,Champions
14264,155,2,333.97,1,Hibernating
14265,109,2,530.18,1,Hibernating
14271,226,1,112.32,1,Hibernating
14272,74,2,437.96,1,Hibernating
14273,51,4,559.97,2,Loyal Customers
14276,99,3,1119.74,2,Loyal Customers
14280,197,1,134.04,1,Hibernating
14282,3,15,3701.44,3,Champions
14284,31,2,595.25,0,New / Occasional
14285,21,4,1910.01,2,Loyal Customers
14286,24,3,4628.75,2,Loyal Customers
14287,8,3,176.63,0,New / Occasional
14288,213,1,426.6,1,Hibernating
14289,9,6,911.26,0,New / Occasional
14290,11,5,2314.65,3,Champions
14291,2,11,3883.25,3,Champions
14292,8,9,4871.93,3,Champions
14293,3,4,1046.56,0,New / Occasional
14298,8,44,51527.3,3,Champions
14299,8,9,3965.62,3,Champions
14300,19,1,43.2,0,New / Occasional
14301,117,1,640.14,1,Hibernating
14304,223,1,383.45,1,Hibernating
14305,71,3,1858.96,2,Loyal Customers
14306,51,2,2093.32,2,Loyal Customers
14307,89,6,2995.72,2,Loyal Customers
14309,8,9,2352.53,3,Champions
14312,47,6,1611.59,2,Loyal Customers
14314,107,1,120.0,1,Hibernating
14317,65,1,508.58000000000004,1,Hibernating
14320,207,2,477.79,1,Hibernating
14321,11,5,1530.75,2,Loyal Customers
14323,115,2,605.0600000000001,1,Hibernating
14326,242,1,183.85,1,Hibernating
14327,163,1,311.65,1,Hibernating
14329,17,7,4975.24,3,Champions
14331,124,2,462.65999999999997,1,Hibernating
14333,68,1,415.2,1,Hibernating
14335,16,2,454.86,0,New / Occasional
14336,17,4,1614.91,2,Loyal Customers
14338,161,2,588.22,1,Hibernating
14339,243,1,309.52,1,Hibernating
14340,219,1,134.7,1,Hibernating
14341,45,8,2166.98,2,Loyal Customers
14342,21,4,668.5600000000001,0,New / Occasional
14344,127,8,889.9300000000001,2,Loyal Customers
14346,121,2,1021.58,2,Loyal Customers
14348,260,1,409.57,1,Hibernating
14349,10,1,133.5,0,New / Occasional
14351,165,1,51.0,1,Hibernating
14352,157,4,1078.96,2,Loyal Customers
14353,215,1,90.6,1,Hibernating
14357,43,1,225.12,1,Hibernating
14360,32,4,2118.03,2,Loyal Customers
14362,22,1,151.5,0,New / Occasional
14364,109,8,3717.35,2,Loyal Customers
14367,8,16,9227.82,3,Champions
14368,320,1,155.0,1,Hibernating
14371,295,1,100.5,1,Hibernating
14373,358,1,76.55,1,Hibernating
14375,185,1,235.56,1,Hibernating
14377,191,2,617.05,1,Hibernating
14379,44,2,348.1,0,New / Occasional
14381,52,1,202.68,1,Hibernating
14382,26,1,615.49,0,New / Occasional
14385,9,3,202.11,0,New / Occasional
14386,297,1,142.4,1,Hibernating
14387,33,3,1727.6,2,Loyal Customers
14388,10,8,3212.84,3,Champions
14390,10,9,4642.57,3,Champions
14393,218,1,67.95,1,Hibernating
14396,65,2,487.99,1,Hibernating
14397,3,19,2612.96,3,Champions
14400,149,1,574.7,1,Hibernating
14401,4,13,4051.48,3,Champions
14404,34,6,1449.32,2,Loyal Customers
14407,107,6,2157.73,2,Loyal Customers
14408,11,7,2599.03,3,Champions
14409,71,6,2059.4500000000003,2,Loyal Customers
14410,92,9,1100.27,2,Loyal Customers
14411,311,1,1063.0,1,Hibernating
14412,43,2,770.03,2,Loyal Customers
14413,362,1,121.05,1,Hibernating
14414,92,7,1496.98,2,Loyal Customers
14415,1,13,5855.57,3,Champions
14416,22,2,490.22,0,New / Occasional
14418,4,3,1937.25,0,New / Occasional
14420,99,1,387.52,1,Hibernating
14421,57,2,813.11,2,Loyal Customers
14422,1,6,4263.64,3,Champions
14424,18,1,322.08,0,New / Occasional
14426,24,10,4481.67,3,Champions
14427,50,2,363.34000000000003,1,Hibernating
14428,7,5,1224.06,0,New / Occasional
14432,10,6,2248.5,3,Champions
14436,99,1,89.06,1,Hibernating
14437,366,1,63.0,1,Hibernating
14439,320,1,2661.24,2,Loyal Customers
14440,8,5,2357.6800000000003,3,Champions
14441,1,4,1712.89,3,Champions
14442,205,2,1589.82,2,Loyal Customers
14443,54,4,1420.2,2,Loyal Customers
14446,1,4,1010.35,0,New / Occasional
14447,19,5,1163.23,2,Loyal Customers
14448,9,2,375.35,0,New / Occasional
14450,181,3,483.25,1,Hibernating
14451,60,2,643.9,2,Loyal Customers
14452,11,2,259.05,0,New / Occasional
14453,190,1,119.93,1,Hibernating
14457,311,1,113.64,1,Hibernating
14459,155,1,1837.92,2,Loyal Customers
14460,110,3,434.34,1,Hibernating
14463,98,3,529.62,2,Loyal Customers
14465,247,3,1038.44,2,Loyal Customers
14466,29,7,2272.4,2,Loyal Customers
14467,18,4,596.26,0,New / Occasional
14470,12,2,461.19,0,New / Occasional
14472,104,8,1852.67,2,Loyal Customers
14473,74,2,234.34000000000003,1,Hibernating
14474,46,1,547.66,1,Hibernating
14476,257,1,193.0,1,Hibernating
14477,20,4,1309.6,2,Loyal Customers
14479,254,2,316.25,1,Hibernating
14480,11,1,279.05,0,New / Occasional
14481,165,2,636.51,1,Hibernating
14482,18,6,2022.81,2,Loyal Customers
14484,50,1,321.92,1,Hibernating
14487,27,6,1165.48,2,Loyal Customers
14489,207,1,463.38,1,Hibernating
14491,175,2,340.93,1,Hibernating
14493,7,5,2383.2400000000002,3,Champions
14494,26,1,139.56,0,New / Occasional
14496,312,2,538.8100000000001,1,Hibernating
14497,309,1,475.37,1,Hibernating
14498,43,5,1957.32,2,Loyal Customers
14499,26,3,808.44,0,New / Occasional
14500,88,3,356.85,1,Hibernating
14501,184,2,251.21,1,Hibernating
14504,47,4,673.26,2,Loyal Customers
14507,24,6,1367.88,2,Loyal Customers
14508,22,2,268.05,0,New / Occasional
14512,188,2,275.28,1,Hibernating
14513,101,3,455.59000000000003,1,Hibernating
14514,61,3,990.2,2,Loyal Customers
14515,18,6,2076.89,2,Loyal Customers
14517,33,2,330.45,0,New / Occasional
14518,64,1,174.37,1,Hibernating
14522,24,4,974.54,2,Loyal Customers
14524,32,9,1843.83,2,Loyal Customers
14525,20,9,4215.9,3,Champions
14527,3,55,8507.13,3,Champions
14528,37,1,364.21999999999997,0,New / Occasional
14529,60,3,578.61,2,Loyal Customers
14530,26,6,2862.11,2,Loyal Customers
14532,236,4,932.85,2,Loyal Customers
14533,25,7,1949.72,2,Loyal Customers
14535,60,3,2854.84,2,Loyal Customers
14536,260,1,170.95,1,Hibernating
14537,58,1,355.56,1,Hibernating
14538,65,2,388.25,1,Hibernating
14539,16,2,537.48,0,New / Occasional
14540,10,3,952.66,0,New / Occasional
14542,186,1,103.25,1,Hibernating
14543,29,16,3599.73,3,Champions
14546,5,5,2573.93,3,Champions
14547,4,8,3974.75,3,Champions
14549,311,1,289.24,1,Hibernating
14550,11,2,757.37,0,New / Occasional
14551,18,2,186.23,0,New / Occasional
14552,152,1,164.22,1,Hibernating
14554,10,4,2279.4900000000002,2,Loyal Customers
14555,57,2,312.54,1,Hibernating
14557,85,1,788.38,1,Hibernating
14560,7,22,2237.77,3,Champions
14561,76,3,1080.76,2,Loyal Customers
14562,4,18,5006.77,3,Champions
14565,96,4,3099.12,2,Loyal Customers
14566,111,1,1432.0,1,Hibernating
14567,57,2,1530.3600000000001,2,Loyal Customers
14569,1,1,227.39,0,New / Occasional
14570,281,2,218.06,1,Hibernating
14573,180,9,1639.82,2,Loyal Customers
14576,372,1,35.400000000000006,1,Hibernating
14577,13,4,859.71,0,New / Occasional
14578,3,1,168.63,0,New / Occasional
14581,17,1,138.6,0,New / Occasional
14583,6,5,986.96,0,New / Occasional
14584,169,4,1033.06,2,Loyal Customers
14585,50,1,157.05,1,Hibernating
14586,277,1,237.36,1,Hibernating
14587,19,9,1580.29,3,Champions
14589,372,1,39.75,1,Hibernating
14591,15,4,1320.21,2,Loyal Customers
14592,35,3,557.94,0,New / Occasional
14593,22,3,617.15,0,New / Occasional
14594,7,2,363.33,0,New / Occasional
14595,20,6,1740.6,2,Loyal Customers
14597,11,2,866.24,0,New / Occasional
14598,44,1,221.97,1,Hibernating
14600,306,1,393.33000000000004,1,Hibernating
14601,11,1,213.96,0,New / Occasional
14603,275,1,660.0,1,Hibernating
14606,1,93,12076.15,3,Champions
14608,4,4,1785.15,0,New / Occasional
14609,72,4,601.56,2,Loyal Customers
14616,243,3,406.08000000000004,1,Hibernating
14618,9,3,553.44,0,New / Occasional
14620,206,2,412.78000000000003,1,Hibernating
14621,1,5,1788.3600000000001,3,Champions
14623,32,5,886.7,2,Loyal Customers
14625,196,2,899.63,1,Hibernating
14626,24,4,2791.27,2,Loyal Customers
14628,91,2,671.96,1,Hibernating
14629,4,2,955.26,0,New / Occasional
14631,51,3,1006.98,2,Loyal Customers
14632,263,1,114.56,1,Hibernating
14633,266,1,344.90000000000003,1,Hibernating
14636,36,2,609.85,0,New / Occasional
14638,51,1,443.6,1,Hibernating
14639,52,6,2984.49,2,Loyal Customers
14640,24,6,2107.38,2,Loyal Customers
14641,22,1,110.46,0,New / Occasional
14642,59,1,96.12,1,Hibernating
14644,68,2,830.76,2,Loyal Customers
14645,157,2,597.09,1,Hibernating
14646,2,73,280206.02,3,Champions
14647,201,1,236.04000000000002,1,Hibernating
14649,5,4,1402.59,0,New / Occasional
14651,67,2,653.75,2,Loyal Customers
14652,77,1,114.18,1,Hibernating
14653,1,7,1926.65,3,Champions
14656,169,2,291.05,1,Hibernating
14657,18,4,848.22,0,New / Occasional
14659,9,9,2529.93,3,Champions
14661,27,1,107.95,0,New / Occasional
14662,29,4,741.37,2,Loyal Customers
14665,61,5,1835.7,2,Loyal Customers
14666,24,1,195.25,0,New / Occasional
